x	y	time	fwi	ffmc	dmc	dc	isi	area
-18.54635	-63.36854	2017-01-05-05:20:00	56.073280000000004	93.28486	41.23773	99.20584000000001	41.23773	0.025356943143735364
-18.63307	-63.349309999999996	2017-01-05-05:20:00	56.073280000000004	93.28486	41.23773	99.20584000000001	41.23773	0.02376003339685007
-19.689020000000003	-58.25358000000001	2017-01-05-05:20:00	57.995975	93.0723	22.460945000000002	675.4075	22.460945000000002	2.11376546387323
-19.79906	-58.34881	2017-01-05-05:20:00	57.995975	93.0723	22.460945000000002	675.4075	22.460945000000002	0.09866533231748986
-19.20155	-63.44521999999999	2017-01-05-05:20:00	61.086090000000006	94.02186	44.910022999999995	127.37678500000001	44.910022999999995	0.1426885594625422
-19.877029999999998	-63.16636	2017-01-05-05:21:00	73.46561	93.83188	52.20397	213.09776000000002	52.20397	2.9448968673952023
-19.88706	-63.168209999999995	2017-01-05-05:21:00	73.46561	93.83188	52.20397	213.09776000000002	52.20397	0.052549140371545185
-4.73485	-47.33297	2017-01-05-16:14:00	0.24033047	64.18479	0.70196646	6.815162700000001	0.70196646	0.11663603327481305
-4.29312	-46.33212	2017-01-05-16:14:00	0.025431935	43.882090000000005	0.089040756	6.116902400000001	0.089040756	0.2980102986058429
-4.21747	-46.86978	2017-01-05-16:14:00	0.025431935	43.882090000000005	0.089040756	6.116902400000001	0.089040756	0.024246095256371485
-4.0227	-47.36752	2017-01-05-16:14:00	0.13234544	54.901835999999996	0.36966350000000003	48.874676	0.36966350000000003	0.0283999032319169
-3.66359	-50.53222	2017-01-05-16:14:00	5.431987e-06	15.430182	2.2044806e-05	5.872215	2.2044806e-05	0.02819221631834559
-2.67096	-45.92946	2017-01-05-16:14:00	0.7120331999999999	73.63634499999999	1.1805838	252.33556000000002	1.1805838	0.023585222397685613
-1.84152	-47.25538	2017-01-05-16:14:00	0.40993422	67.03256	0.8874082	274.1393	0.8874082	0.02395706805774045
-20.901310000000002	-59.72668	2017-01-05-17:50:00	64.124374	91.699814	22.809664	952.3238	22.809664	0.03897646598144485
-18.50455	-57.48291	2017-01-05-17:51:00	16.143711	85.55236	5.634027	815.1548	5.634027	8.243151675992316
-18.531679999999998	-62.716719999999995	2017-01-05-17:51:00	67.630646	92.30127	50.407416999999995	136.33968000000002	50.407416999999995	0.02522589236630192
-18.29337	-62.72	2017-01-05-17:51:00	60.400695999999996	91.38753	33.9067	289.60605	33.9067	1.3177714012161228
-18.278660000000002	-62.69203	2017-01-05-17:51:00	60.400695999999996	91.38753	33.9067	289.60605	33.9067	0.024748665777671357
-16.349870000000003	-59.42546	2017-01-05-17:51:00	5.8717445999999995	80.91808	3.24327	314.80798	3.24327	0.05808714058047083
-16.1048	-58.75561	2017-01-05-17:51:00	23.324	90.54301	9.70013	492.1093	9.70013	0.03637244956102556
-16.143520000000002	-59.37078	2017-01-05-17:51:00	23.324	90.54301	9.70013	492.1093	9.70013	0.046889269677304835
-16.12339	-60.00235	2017-01-05-17:51:00	1.1455748	70.20297	1.3779278999999998	309.73737	1.3779278999999998	0.0737025014632361
-16.08334	-61.159969999999994	2017-01-05-17:52:00	6.2642565	81.62223	4.0897393	412.00793	4.0897393	0.040832685947098
-15.79214	-60.734280000000005	2017-01-05-17:52:00	0.8744784999999999	70.919586	1.4545687	261.0826	1.4545687	0.0459544061508
-11.29492	-54.32623	2017-01-05-17:52:00	0.15397052	58.031344999999995	0.4081015	9.7097435	0.4081015	0.05643731795354511
-11.09666	-53.868069999999996	2017-01-05-17:53:00	0.15397052	58.031344999999995	0.4081015	9.7097435	0.4081015	0.013489585865691031
-10.87427	-56.17091	2017-01-05-17:53:00	0.09339941	49.860541999999995	0.23103514	70.83837	0.23103514	0.026467712925147283
-9.68529	-56.97073	2017-01-05-17:53:00	0.07686842	49.105259999999994	0.16695309	53.80566999999999	0.16695309	0.08844249515228003
-10.165410000000001	-62.81527	2017-01-05-17:53:00	0.20937729999999996	62.331516	0.56435835	12.217303	0.56435835	0.032117147633991386
-10.19187	-62.9807	2017-01-05-17:53:00	0.20937729999999996	62.331516	0.56435835	12.217303	0.56435835	0.030997354157465136
-10.30021	-64.73343	2017-01-05-17:53:00	0.10442946	54.85881800000001	0.32918575	12.239803	0.32918575	0.023886040275987317
-10.08798	-64.76005	2017-01-05-17:53:00	0.10442946	54.85881800000001	0.32918575	12.239803	0.32918575	0.02376805198866663
-9.69473	-62.532509999999995	2017-01-05-17:53:00	0.19421382	61.3509	0.5463501000000001	12.135741000000001	0.5463501000000001	0.03505673421736264
-10.039	-64.78673	2017-01-05-17:53:00	0.10442946	54.85881800000001	0.32918575	12.239803	0.32918575	0.023771658367192545
-9.53523	-62.81835	2017-01-05-17:53:00	0.19421382	61.3509	0.5463501000000001	12.135741000000001	0.5463501000000001	0.033156461679244964
-9.47803	-62.69151	2017-01-05-17:53:00	0.10307398400000001	54.27235	0.32376784	6.996675	0.32376784	0.03474741876107957
-9.300880000000001	-61.842119999999994	2017-01-05-17:53:00	0.00023789822	24.886023	0.00086181366	5.890793	0.00086181366	0.04941946363441087
-8.76641	-63.271269999999994	2017-01-05-17:54:00	0.067007154	50.42525	0.21733592	7.5478826	0.21733592	0.0052105413201716504
3.2831099999999998	-59.849	2017-01-05-17:57:00	8.683794	84.95666	3.6607604	411.02814	3.6607604	0.049485977642597365
3.8647099999999996	-59.69605	2017-01-05-17:57:00	5.144968	81.09781	2.9746973999999997	363.22253	2.9746973999999997	0.0194233498601707
4.82566	-65.39658	2017-01-05-17:57:00	0.07945536	51.995926000000004	0.26883888	8.520242999999999	0.26883888	0.8220382589926072
0.63351	-51.17057	2017-01-06-04:56:00	0.068570174	48.790405	0.20629525	160.83844	0.20629525	0.3239834854252087
-2.75338	-54.769619999999996	2017-01-06-04:57:00	0.1366638	55.807514000000005	0.42186865	113.36883	0.42186865	0.08656833451579223
-3.06425	-54.488080000000004	2017-01-06-04:57:00	0.07745781	50.78672	0.22626469	194.51047	0.22626469	0.024061068892207563
-6.57107	-51.105309999999996	2017-01-06-04:58:00	0.34863612	71.86536	0.92476034	10.374369	0.92476034	0.0233978430301229
-19.704729999999998	-58.29608	2017-01-06-05:02:00	34.905163	91.423965	9.867572000000001	685.58813	9.867572000000001	1.9681608511032216
-5.78266	-46.41483	2017-01-06-15:54:00	0.8126318	80.055084	2.010242	12.599385	2.010242	0.023987693877921257
-4.4491	-45.61415	2017-01-06-15:55:00	0.32729253	69.25059	0.9378675999999999	15.778270999999998	0.9378675999999999	0.01600790246279576
-4.274780000000001	-46.40708	2017-01-06-15:55:00	0.2547527	66.99574	0.7308389	12.57126	0.7308389	0.024309643006175437
-4.27115	-46.50115	2017-01-06-15:55:00	0.2547527	66.99574	0.7308389	12.57126	0.7308389	0.0227635811339876
-4.2329300000000005	-47.56518	2017-01-06-15:55:00	0.45810884	74.78474399999999	0.9824423000000001	85.87908	0.9824423000000001	0.03234309788399198
-1.86185	-47.7049	2017-01-06-15:56:00	0.32241198	68.79426600000001	0.87613934	13.194151999999999	0.87613934	0.031057572568949195
-19.19847	-57.169669999999996	2017-01-06-17:32:00	21.096817	92.007835	9.756345	323.74796000000003	9.756345	0.027727321785516904
-19.19816	-57.18938000000001	2017-01-06-17:32:00	21.096817	92.007835	9.756345	323.74796000000003	9.756345	0.3803201799506485
-18.814339999999998	-56.99606	2017-01-06-17:32:00	23.856123	91.218765	9.10058	825.5717	9.10058	0.9740963625466196
-18.85386	-57.70053000000001	2017-01-06-17:32:00	30.478367	91.31233	8.809168	824.6189999999999	8.809168	0.3852863975929415
-18.68534	-58.06984	2017-01-06-17:32:00	30.478367	91.31233	8.809168	824.6189999999999	8.809168	5.372325451520013
-18.6644	-58.057930000000006	2017-01-06-17:32:00	30.478367	91.31233	8.809168	824.6189999999999	8.809168	4.485406843988024
-18.65876	-58.04371999999999	2017-01-06-17:32:00	30.478367	91.31233	8.809168	824.6189999999999	8.809168	0.37830440862691855
-18.50988	-57.494009999999996	2017-01-06-17:32:00	23.856123	91.218765	9.10058	825.5717	9.10058	0.3359261937724527
-18.408170000000002	-57.40308	2017-01-06-17:32:00	18.028195999999998	88.41778000000001	5.5290084	1046.518	5.5290084	0.058609903350964415
-18.53045	-58.22145	2017-01-06-17:32:00	26.209432999999997	89.41448000000001	6.54959	627.2603	6.54959	0.011612911166940723
-16.46808	-58.2886	2017-01-06-17:32:00	30.707155	92.67985999999999	13.097174	350.69116	13.097174	0.02530771981272004
-14.12297	-58.205380000000005	2017-01-06-17:33:00	0.4034104	63.8927	0.7510509	57.794163	0.7510509	0.026670603310764183
-12.19178	-51.79511	2017-01-06-17:33:00	0.8149107	76.64432	1.2513564	218.10292	1.2513564	0.027968087173243103
-12.18223	-51.80016	2017-01-06-17:33:00	0.8149107	76.64432	1.2513564	218.10292	1.2513564	0.020168881631030575
-11.738610000000001	-52.392379999999996	2017-01-06-17:33:00	1.189953	79.48402	1.2480117	136.66867	1.2480117	0.1083542963551009
-11.08272	-52.09967	2017-01-06-17:34:00	5.353731	85.55763	3.1670012	90.35547	3.1670012	0.020588466414991912
-12.94617	-66.28097	2017-01-06-17:34:00	7.896465999999999e-05	21.487373	0.0003221275	198.52411999999998	0.0003221275	0.026003895397976942
-10.81818	-55.68128000000001	2017-01-06-17:34:00	0.32720354	67.75598000000001	0.6971291000000001	77.22592	0.6971291000000001	0.026956031855864704
-10.348239999999999	-54.438669999999995	2017-01-06-17:34:00	0.004740102	36.374676	0.016762372	9.866986	0.016762372	0.03888321211098025
-9.96598	-54.959219999999995	2017-01-06-17:34:00	0.038675096	47.181896	0.11951714	15.695499	0.11951714	0.03369452501851115
-3.5613599999999996	-53.607859999999995	2017-01-06-17:36:00	0.040890876	46.9255	0.12892027	64.53838	0.12892027	0.015022003046197932
-4.266430000000001	-59.418530000000004	2017-01-06-17:36:00	0.06741325599999999	50.94697	0.22497642	9.53926	0.22497642	0.030578496535326058
-2.97538	-54.56618	2017-01-06-17:36:00	0.1366638	55.807514000000005	0.42186865	113.36883	0.42186865	0.42656630721503297
-3.46337	-59.11549	2017-01-06-17:36:00	0.3266263	71.34432	0.88622963	12.587719	0.88622963	0.03385334166377085
-3.11035	-57.13395	2017-01-06-17:36:00	2.0919901999999997	83.649025	2.5647588	234.4557	2.5647588	0.025334178702385884
-3.4879599999999997	-59.58401	2017-01-06-17:36:00	0.15466975	58.414265	0.47485724	66.28389	0.47485724	0.031100327622235475
-1.96375	-54.53881	2017-01-06-17:36:00	0.28734967	64.81272	0.78277946	171.50633	0.78277946	0.06477067926389382
-2.35277	-57.482169999999996	2017-01-06-17:36:00	4.9312716	85.7747	3.4592669999999996	469.26425	3.4592669999999996	0.024188904561957755
-1.81687	-55.33735	2017-01-06-17:36:00	0.48255596	74.34801	1.1120948999999998	53.845543000000006	1.1120948999999998	0.008328119687689579
3.20581	-60.20565	2017-01-06-17:38:00	30.404346000000004	90.73516	15.705581	559.79724	15.705581	0.03609422546770951
3.48685	-59.8438	2017-01-06-17:38:00	18.658345999999998	90.68159	8.74491	418.161	8.74491	0.04034414081307747
3.5524400000000003	-60.67664	2017-01-06-17:38:00	37.8669	92.31045	21.738146	329.0119	21.738146	0.032964109694070966
4.17594	-60.710530000000006	2017-01-06-17:38:00	18.448929999999997	89.733765	15.2806225	143.95421000000002	15.2806225	1.0093773797131111
4.24883	-60.4452	2017-01-06-17:38:00	23.941542000000002	89.99214	14.664432000000001	446.41214	14.664432000000001	0.03542507039107982
4.24452	-60.70308000000001	2017-01-06-17:38:00	18.448929999999997	89.733765	15.2806225	143.95421000000002	15.2806225	0.033933288172443836
-4.06192	-54.707469999999994	2017-01-07-04:38:00	0.12045438	56.105681999999995	0.38070318	8.368847	0.38070318	0.037040266142992787
-6.07314	-47.27169	2017-01-07-04:38:00	0.92450064	79.864075	1.3247386	243.34647999999999	1.3247386	0.02254627733730253
-11.09186	-54.152719999999995	2017-01-07-04:40:00	0.021441786	43.312634	0.06458635	6.3933845	0.06458635	0.030362103753114874
-18.47925	-62.50423000000001	2017-01-07-04:43:00	54.25781	91.080055	26.363382	309.13794	26.363382	4.19676879064422
-18.48996	-62.503190000000004	2017-01-07-04:43:00	54.25781	91.080055	26.363382	309.13794	26.363382	1.8052808212195215
-19.60432	-59.77365	2017-01-07-04:43:00	68.61148	94.61218000000001	25.103073000000002	955.3917	25.103073000000002	0.4384902240296053
-19.1724	-63.486309999999996	2017-01-07-04:43:00	47.32633	92.80242	26.936483000000003	146.79053000000002	26.936483000000003	1.5837429243519852
-20.1145	-59.301140000000004	2017-01-07-04:43:00	56.463066000000005	94.291214	19.144576999999998	617.86816	19.144576999999998	0.2852109615852413
-20.99547	-60.857330000000005	2017-01-07-04:43:00	53.542023	93.27054	18.696282999999998	562.5404	18.696282999999998	0.011575666779884232
-21.01323	-59.85418000000001	2017-01-07-17:12:00	72.26834000000001	93.54831	27.965313000000002	873.42255	27.965313000000002	0.1224461399344652
-18.846870000000003	-57.32038000000001	2017-01-07-17:13:00	25.068645	90.632164	9.08655	835.6879	9.08655	0.009522594448713994
-18.83812	-57.699769999999994	2017-01-07-17:13:00	35.036204999999995	92.27956999999999	10.492502	834.8224	10.492502	7.570636997634843
-18.77591	-57.25966999999999	2017-01-07-17:13:00	25.068645	90.632164	9.08655	835.6879	9.08655	10.366766127350127
-18.74471	-57.13656999999999	2017-01-07-17:13:00	25.068645	90.632164	9.08655	835.6879	9.08655	6.502186509926375
-18.85397	-57.96655	2017-01-07-17:13:00	35.036204999999995	92.27956999999999	10.492502	834.8224	10.492502	0.03740064647249648
-18.73092	-57.14301	2017-01-07-17:13:00	25.068645	90.632164	9.08655	835.6879	9.08655	0.028633051188982708
-18.877470000000002	-58.27061	2017-01-07-17:13:00	37.97772	92.47208	11.128662	637.45807	11.128662	1.159435698960354
-18.81616	-57.97495	2017-01-07-17:13:00	35.036204999999995	92.27956999999999	10.492502	834.8224	10.492502	0.03403143461985877
-18.67251	-58.07525	2017-01-07-17:13:00	35.036204999999995	92.27956999999999	10.492502	834.8224	10.492502	0.08525993928535637
